"Organization ID","Company name","NAIC ID","Total number of confirmed complaints","Total policies","Complaint Index","Year of policy count","Line of coverage"
"3119","SHENANDOAH LIFE INSURANCE COMPANY","68845","0","1296","0","2019","Accident and Health"
"3132","AXIS INSURANCE COMPANY","37273","0","141580","0","2019","Accident and Health"
"3160","GERMANIA LIFE INSURANCE COMPANY","67920","0","696","0","2019","Accident and Health"
"3192","NATIONAL FOUNDATION LIFE INSURANCE COMPANY","98205","0","42654","0","2019","Accident and Health"
"3214","UNITED LIFE INSURANCE COMPANY","69973","0","61","0","2019","Accident and Health"
"3224","METROPOLITAN TOWER LIFE INSURANCE COMPANY","97136","0","198","0","2019","Accident and Health"
"3274","AEGIS SECURITY INSURANCE COMPANY","33898","0","59733","0","2019","Accident and Health"
"3283","WINDSOR LIFE INSURANCE COMPANY","65960","0","3869","0","2019","Accident and Health"
"3291","SIRIUS AMERICA INSURANCE COMPANY","38776","0","38849","0","2019","Accident and Health"
"3300","CENTRAL STATES INDEMNITY CO. OF OMAHA","34274","0","2487","0","2019","Accident and Health"
"3305","COMPBENEFITS INSURANCE COMPANY","60984","0","70","0","2019","Accident and Health"
"3331","QBE INSURANCE CORPORATION","39217","0","43807","0","2019","Accident and Health"
"3355","PROVIDENT AMERICAN LIFE & HEALTH INSURANCE COMPANY","67903","0","712","0","2019","Accident and Health"
"3358","FIDELITY STANDARD LIFE INSURANCE COMPANY","94790","0","125","0","2019","Accident and Health"
"3363","UNITEDHEALTHCARE OF TEXAS, INC.","95765","0","27365","0","2019","Accident and Health"
"3365","AMERICAN RETIREMENT LIFE INSURANCE COMPANY","88366","0","8201","0","2019","Accident and Health"
"3367","CONTINENTAL AMERICAN INSURANCE COMPANY","71730","0","256241","0","2019","Accident and Health"
"3399","5 STAR LIFE INSURANCE COMPANY","77879","0","41","0","2019","Accident and Health"
"3402","MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE","66087","0","2112","0","2019","Accident and Health"
"3410","CIGNA NATIONAL HEALTH INSURANCE COMPANY","61727","0","79","0","2019","Accident and Health"
"3411","UNITED DENTAL CARE OF TEXAS, INC.","95142","0","9381","0","2019","Accident and Health"
"3425","UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.","95174","0","3","0","2019","Accident and Health"
"3428","AUTO CLUB LIFE INSURANCE COMPANY","84522","0","34","0","2019","Accident and Health"
"3446","MEDICO CORP LIFE INSURANCE COMPANY","79987","0","1521","0","2019","Accident and Health"
"3447","UNITED STATES LETTER CARRIERS MUTUAL BENEFIT ASSOCIATION","56456","0","428","0","2019","Accident and Health"
"3467","LINCOLN HERITAGE LIFE INSURANCE COMPANY","65927","0","298","0","2019","Accident and Health"
"3468","AMERICAN LIFE & SECURITY CORP.","67253","0","1","0","2019","Accident and Health"
"3470","CIGNA DENTAL HEALTH OF TEXAS, INC.","95037","0","213977","0","2019","Accident and Health"
"3516","GREAT MIDWEST INSURANCE COMPANY","18694","0","11256","0","2019","Accident and Health"
"3522","AETNA HEALTH INC.","95490","0","46135","0","2019","Accident and Health"
"3533","AETNA DENTAL INC.","95910","0","65384","0","2019","Accident and Health"
"3534","VISION SERVICE PLAN INSURANCE COMPANY","39616","0","3664349","0","2019","Accident and Health"
"3535","FAMILY HERITAGE LIFE INSURANCE COMPANY OF AMERICA","77968","0","97185","0","2019","Accident and Health"
"3581","WESTERN UNITED LIFE ASSURANCE COMPANY","85189","0","7457","0","2019","Accident and Health"
"3582","COMMERCIAL TRAVELERS LIFE INSURANCE COMPANY","81426","0","160043","0","2019","Accident and Health"
"3587","SENIOR HEALTH INSURANCE COMPANY OF PENNSYLVANIA","76325","0","5372","0","2019","Accident and Health"
"3611","ASPEN AMERICAN INSURANCE COMPANY","43460","0","3359","0","2019","Accident and Health"
"3624","UNITED CONCORDIA INSURANCE COMPANY","85766","0","60677","0","2019","Accident and Health"
"3627","COMMONWEALTH ANNUITY AND LIFE INSURANCE COMPANY","84824","0","7","0","2019","Accident and Health"
"3628","SHELTERPOINT INSURANCE COMPANY","89958","0","91","0","2019","Accident and Health"
"3642","UNITED HERITAGE LIFE INSURANCE COMPANY","63983","0","61","0","2019","Accident and Health"
"3652","UNITEDHEALTHCARE LIFE INSURANCE COMPANY","97179","0","6222","0","2019","Accident and Health"
"3668","AMERICAN UNITED LIFE INSURANCE COMPANY","60895","0","160186","0","2019","Accident and Health"
"3676","SECURITY NATIONAL LIFE INSURANCE COMPANY","69485","0","50","0","2019","Accident and Health"
"3678","CICA LIFE INSURANCE COMPANY OF AMERICA","71463","0","14309","0","2019","Accident and Health"
"3681","UNITED CONCORDIA DENTAL PLANS OF TEXAS, INC.","95160","0","4195","0","2019","Accident and Health"
"3690","ALPHA DENTAL PROGRAMS, INC.","95163","0","144881","0","2019","Accident and Health"
"3699","COLUMBUS LIFE INSURANCE COMPANY","99937","0","1","0","2019","Accident and Health"
"3701","STATE MUTUAL INSURANCE COMPANY","69132","0","6090","0","2019","Accident and Health"
"3707","CONTINENTAL LIFE INSURANCE COMPANY OF BRENTWOOD, TENNESSEE","68500","0","61124","0","2019","Accident and Health"
"3710","COMPANION LIFE INSURANCE COMPANY","77828","0","54532","0","2019","Accident and Health"
"3713","PAVONIA LIFE INSURANCE COMPANY OF MICHIGAN","93777","0","242","0","2019","Accident and Health"
"3715","LIBERTY BANKERS LIFE INSURANCE COMPANY","68543","0","259","0","2019","Accident and Health"
"3716","LIFESHIELD NATIONAL INSURANCE CO.","99724","0","14977","0","2019","Accident and Health"
"3718","JACKSON NATIONAL LIFE INSURANCE COMPANY","65056","0","5722","0","2019","Accident and Health"
"3729","SAFEGUARD HEALTH PLANS, INC.","95051","0","33869","0","2019","Accident and Health"
"3736","AMERICAN STATES INSURANCE COMPANY","19704","0","2","0","2019","Accident and Health"
"3812","LIFE OF AMERICA INSURANCE COMPANY","81132","0","2","0","2019","Accident and Health"
"3863","NATIONAL TEACHERS ASSOCIATES LIFE INSURANCE COMPANY","87963","0","43785","0","2019","Accident and Health"
"3864","EPIC LIFE INSURANCE COMPANY, THE","64149","0","33","0","2019","Accident and Health"
"3866","GREAT AMERICAN SPIRIT INSURANCE COMPANY","33723","0","1","0","2019","Accident and Health"
"3886","STARMOUNT LIFE INSURANCE COMPANY","68985","0","55578","0","2019","Accident and Health"
"3907","WELLFLEET INSURANCE COMPANY","32280","0","4800","0","2019","Accident and Health"
"7545","TIAA-CREF LIFE INSURANCE COMPANY","60142","0","36","0","2019","Accident and Health"
"7713","OLD SURETY LIFE INSURANCE COMPANY","67326","0","8650","0","2019","Accident and Health"
"7717","SHA, L.L.C.","95138","0","544012","0","2019","Accident and Health"
"7791","AF&L INSURANCE COMPANY","35963","0","799","0","2019","Accident and Health"
"8032","AMERIGROUP TEXAS, INC.","95314","0","593340","0","2019","Accident and Health"
"8237","TEXAS CHILDREN'S HEALTH PLAN, INC.","95329","0","418372","0","2019","Accident and Health"
"8294","CIGNA HEALTHCARE OF TEXAS, INC.","95383","0","4223","0","2019","Accident and Health"
"8329","BLOCK VISION OF TEXAS, INC.","95387","0","421774","0","2019","Accident and Health"
"8688","COOK CHILDREN'S HEALTH PLAN","95822","0","21160","0","2019","Accident and Health"
"8868","CITIZENS SECURITY LIFE INSURANCE COMPANY","61921","0","60","0","2019","Accident and Health"
"9394","UTMB HEALTH PLANS, INC.","95764","0","165","0","2019","Accident and Health"
"9689","S.USA LIFE INSURANCE COMPANY, INC.","60183","0","1606","0","2019","Accident and Health"
"10047","BLUE CROSS AND BLUE SHIELD OF TEXAS, A DIVISION OF HEALTH CARE SERVICE CORPORATION","70670","0","1260045","0","2019","Accident and Health"
"10087","ZURICH AMERICAN INSURANCE COMPANY","16535","0","536","0","2019","Accident and Health"
"10148","COMMUNITY HEALTH CHOICE, INC.","95615","0","83225","0","2019","Accident and Health"
"10198","SUPERIOR HEALTHPLAN, INC.","95647","0","301140","0","2019","Accident and Health"
"10507","ALLSTATE LIFE INSURANCE COMPANY OF NEW YORK","70874","0","81","0","2019","Accident and Health"
"10898","MANAGED DENTALGUARD, INC.","52556","0","43484","0","2019","Accident and Health"
"11101","LEADERS LIFE INSURANCE COMPANY","74799","0","191","0","2019","Accident and Health"
"12186","USABLE LIFE","94358","0","791","0","2019","Accident and Health"
"12210","COMMUNITY FIRST HEALTH PLANS, INC.","95248","0","2118","0","2019","Accident and Health"
"12213","SETON HEALTH PLAN, INC.","95240","0","7433","0","2019","Accident and Health"
"12460","DRISCOLL CHILDREN'S HEALTH PLAN","95809","0","6558","0","2019","Accident and Health"
"13189","CANADA LIFE ASSURANCE COMPANY, THE","80659","0","108","0","2019","Accident and Health"
"13190","PENN MUTUAL LIFE INSURANCE COMPANY, THE","67644","0","50","0","2019","Accident and Health"
"13191","METROPOLITAN LIFE INSURANCE COMPANY","65978","0","3064512","0","2019","Accident and Health"
"13240","SUN LIFE ASSURANCE COMPANY OF CANADA","80802","0","431657","0","2019","Accident and Health"
"13242","INDEPENDENT ORDER OF FORESTERS, THE","58068","0","1586","0","2019","Accident and Health"
"14209","INDEPENDENCE AMERICAN INSURANCE COMPANY","26581","0","4482","0","2019","Accident and Health"
"14275","SELECTCARE OF TEXAS, INC.","10096","0","64417","0","2019","Accident and Health"
"14633","UNIFIED LIFE INSURANCE COMPANY","11121","0","4730","0","2019","Accident and Health"
"14666","UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, L.L.C.","11141","0","10052","0","2019","Accident and Health"
"14775","EL PASO FIRST HEALTH PLANS, INC.","52635","0","77825","0","2019","Accident and Health"
"14911","ATLANTIC SPECIALTY INSURANCE COMPANY","27154","0","2586","0","2019","Accident and Health"
"15957","PREMIER ACCESS INSURANCE COMPANY","60237","0","422","0","2019","Accident and Health"
"18897","INSURANCE COMPANY OF SCOTT AND WHITE","11670","0","3776","0","2019","Accident and Health"
"21838","LIFE OF THE SOUTH INSURANCE COMPANY","97691","0","16130","0","2019","Accident and Health"
"23469","MOLINA HEALTHCARE OF TEXAS, INC.","10757","0","88244","0","2019","Accident and Health"
"23479","CATHOLIC FINANCIAL LIFE","56030","0","8","0","2019","Accident and Health"
"23566","SELECTCARE HEALTH PLANS, INC.","10768","0","2197","0","2019","Accident and Health"
"23859","AMFIRST INSURANCE COMPANY","60250","0","4649","0","2019","Accident and Health"
"24275","CSI LIFE INSURANCE COMPANY","82880","0","1909","0","2019","Accident and Health"
"24740","WELLCARE PRESCRIPTION INSURANCE, INC.","10155","0","307499","0","2019","Accident and Health"
"26483","SILVERSCRIPT INSURANCE COMPANY","12575","0","272727","0","2019","Accident and Health"
"27082","KS PLAN ADMINISTRATORS, LLC","12827","0","36371","0","2019","Accident and Health"
"27913","AMERICAN CONTINENTAL INSURANCE COMPANY","12321","0","1762","0","2019","Accident and Health"
"28079","WELLCARE OF TEXAS, INC.","12964","0","42846","0","2019","Accident and Health"
"28513","PURITAN LIFE INSURANCE COMPANY OF AMERICA","71390","0","649","0","2019","Accident and Health"
"29561","SENTINEL SECURITY LIFE INSURANCE COMPANY","68802","0","2224","0","2019","Accident and Health"
"29801","CARE N' CARE INSURANCE COMPANY, INC.","13151","0","13073","0","2019","Accident and Health"
"30098","UNITED SECURITY ASSURANCE COMPANY OF PENNSYLVANIA","42129","0","2240","0","2019","Accident and Health"
"34358","ELIXIR INSURANCE COMPANY","12747","0","3813","0","2019","Accident and Health"
"37762","MOLINA HEALTHCARE OF TEXAS INSURANCE COMPANY","13778","0","16845","0","2019","Accident and Health"
"46957","AMERIGROUP INSURANCE COMPANY","14078","0","146989","0","2019","Accident and Health"
"48994","PUBLIC SERVICE HEALTH CLUB",,"0","1482","0","2019","Accident and Health"
"49005","ILLINOIS UNION INSURANCE COMPANY","27960","0","3","0","2019","Accident and Health"
"49022","GREAT LAKES REINSURANCE (U.K.) SE",,"0","1","0","2019","Accident and Health"
"49757","LIBERTY SURPLUS INSURANCE CORPORATION","10725","0","1","0","2019","Accident and Health"
"51833","CHRISTUS HEALTH PLAN","14154","0","20791","0","2019","Accident and Health"
"52797","SENDERO HEALTH PLANS, INC.","14151","0","10758","0","2019","Accident and Health"
"53435","UNITED SPECIALTY INSURANCE COMPANY","12537","0","1","0","2019","Accident and Health"
"53932","EDUCATORS HEALTH PLANS LIFE, ACCIDENT AND HEALTH, INC.","12515","0","8861","0","2019","Accident and Health"
"55799","AIG SPECIALTY INSURANCE COMPANY","26883","0","14","0","2019","Accident and Health"
"55803","HOMELAND INSURANCE COMPANY OF NEW YORK","34452","0","149","0","2019","Accident and Health"
"55931","SWISS RE INTERNATIONAL SE",,"0","2","0","2019","Accident and Health"
"55949","UNDERWRITERS AT LLOYD'S, LONDON",,"0","2754","0","2019","Accident and Health"
"55987","HUDSON SPECIALTY INSURANCE COMPANY","37079","0","4","0","2019","Accident and Health"
"56049","HDI GLOBAL SPECIALTY SE",,"0","4","0","2019","Accident and Health"
"56106","LIBERTY MUTUAL INSURANCE EUROPE SE",,"0","31","0","2019","Accident and Health"
"56197","PLATEAU INSURANCE COMPANY","97152","0","116274","0","2019","Accident and Health"
"56203","NAVIGATORS SPECIALTY INSURANCE COMPANY","36056","0","1","0","2019","Accident and Health"
"56205","NORTH AMERICAN CAPACITY INSURANCE COMPANY","25038","0","344","0","2019","Accident and Health"
"56288","TOKIO MARINE GRV RE, INC.","11243","0","2","0","2019","Accident and Health"
"56661","CRUM & FORSTER SPECIALTY INSURANCE COMPANY","44520","0","490","0","2019","Accident and Health"
"57001","SCOTTSDALE INSURANCE COMPANY","41297","0","684","0","2019","Accident and Health"
"57019","STEADFAST INSURANCE COMPANY","26387","0","11","0","2019","Accident and Health"
"63163","GCU","56693","0","152","0","2019","Accident and Health"
"64575","OMAHA INSURANCE COMPANY","13100","0","30457","0","2019","Accident and Health"
"65149","HUMANA BENEFIT PLAN OF ILLINOIS, INC.","60052","0","10766","0","2019","Accident and Health"
"65923","USABLE MUTUAL INSURANCE COMPANY","83470","0","1356","0","2019","Accident and Health"
"67447","SUPERIOR VISION INSURANCE, INC.","60188","0","775459","0","2019","Accident and Health"
"76352","HAMILTON INSURANCE DAC",,"0","21","0","2019","Accident and Health"
"83620","EVERENCE ASSOCIATION, INC.","57991","0","12","0","2019","Accident and Health"
"84989","AMERICAN PROGRESSIVE LIFE AND HEALTH INSURANCE COMPANY OF NEW YORK","80624","0","27","0","2019","Accident and Health"
"88512","HUDSON EXCESS INSURANCE COMPANY","14484","0","9","0","2019","Accident and Health"
"89692","PROMINENCE HEALTHFIRST OF TEXAS, INC.","15452","0","1","0","2019","Accident and Health"
"97227","NATIONAL PROSPERITY LIFE AND HEALTH INSURANCE COMPANY, INC.","15952","0","173","0","2019","Accident and Health"
"104755","OSCAR INSURANCE COMPANY","15777","0","41733","0","2019","Accident and Health"
"104774","PEKIN LIFE INSURANCE COMPANY","67628","0","386","0","2019","Accident and Health"
"105858","LOYAL CHRISTIAN BENEFIT ASSOCIATION","56758","0","20","0","2019","Accident and Health"
"115883","SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.","15912","0","3301","0","2019","Accident and Health"
"124317","GPM HEALTH AND LIFE INSURANCE COMPANY","67059","0","4961","0","2019","Accident and Health"
"125091","TEXAS HEALTH + AETNA HEALTH INSURANCE COMPANY","16121","0","8936","0","2019","Accident and Health"
"125092","TEXAS HEALTH + AETNA HEALTH PLAN INC.","16132","0","1882","0","2019","Accident and Health"
"125934","COMMUNITY HEALTH CHOICE TEXAS, INC.","16133","0","272604","0","2019","Accident and Health"
"132882","COMPREHENSIVE MOBILE INSURANCE COMPANY, INC.","15238","0","250","0","2019","Accident and Health"
"135645","LASSO HEALTHCARE INSURANCE COMPANY","76503","0","192","0","2019","Accident and Health"
"136406","SOUTHERN GUARANTY INSURANCE COMPANY","19178","0","9341","0","2019","Accident and Health"
"136912","MUTUAL OF OMAHA MEDICARE ADVANTAGE COMPANY","16260","0","155","0","2019","Accident and Health"
"137715","SURENCY LIFE & HEALTH INSURANCE COMPANY","13175","0","15","0","2019","Accident and Health"
"138798","CHA HMO, INC.","95158","0","124333","0","2019","Accident and Health"
"139335","CLOVER HMO OF NEW JERSEY INC.","16347","0","183","0","2019","Accident and Health"
"139392","SBLI USA LIFE INSURANCE COMPANY, INC.","60176","0","4","0","2019","Accident and Health"
"140055","HUMANA INSURANCE COMPANY OF KENTUCKY","60219","0","9060","0","2019","Accident and Health"
"140915","IMPERIAL INSURANCE COMPANIES, INC.","16348","0","672","0","2019","Accident and Health"
"142051","SCOTT & WHITE CARE PLANS","16426","0","35205","0","2019","Accident and Health"
"142813","DENTAL CARE PLUS, INC.","96265","0","3493","0","2019","Accident and Health"
"154201","OMAHA SUPPLEMENTAL INSURANCE COMPANY","16537","0","13160","0","2019","Accident and Health"
"162790","CIGNA GLOBAL INSURANCE COMPANY LIMITED",,"0","1","0","2019","Accident and Health"
"75","GHS INSURANCE COMPANY","29718","0","5631","0","2020","Accident and Health"
"76","STERLING NATIONAL LIFE INSURANCE COMPANY, INC.","91785","0","864","0","2020","Accident and Health"
"79","AMERICAN NATIONAL LIFE INSURANCE COMPANY OF TEXAS","71773","0","8900","0","2020","Accident and Health"
"87","AMERICAN PUBLIC LIFE INSURANCE COMPANY","60801","0","7062","0","2020","Accident and Health"
"91","AMERICAN REPUBLIC INSURANCE COMPANY","60836","0","460","0","2020","Accident and Health"
"93","CELTIC INSURANCE COMPANY","80799","0","357419","0","2020","Accident and Health"
"97","CHRISTIAN FIDELITY LIFE INSURANCE COMPANY","61859","0","3069","0","2020","Accident and Health"
"98","COVENTRY HEALTH AND LIFE INSURANCE COMPANY","81973","0","6","0","2020","Accident and Health"
"105","STANDARD LIFE AND CASUALTY INSURANCE COMPANY","71706","0","1672","0","2020","Accident and Health"
"110","CATLIN INSURANCE COMPANY, INC.","19518","0","101","0","2020","Accident and Health"
"121","WILTON REASSURANCE LIFE COMPANY OF NEW YORK","60704","0","3","0","2020","Accident and Health"
"135","AMERICAN NATIONAL INSURANCE COMPANY","60739","0","28354","0","2020","Accident and Health"
